Flow.ID,Timestamp,Date,Time,Source.IP,Source.Port,Destination.IP,Destination.Port,Flow.Duration,Protocol,ACK.Flag.Count,Down.Up.Ratio,ProtocolName,Interval
192.168.29.6-10.200.7.4-57678-3128-6,2017-04-26 03:03:40,2017-04-26,03:03:40,10.200.7.4,3128,192.168.29.6,57678,107894962,6,1,0,HTTP_PROXY,0 days
192.168.32.65-10.200.7.4-52691-3128-6,2017-04-26 03:03:40,2017-04-26,03:03:40,10.200.7.4,3128,192.168.32.65,52691,107032915,6,1,0,HTTP_PROXY,0 days
172.16.141.247-10.200.7.4-2221-53925-6,2017-04-26 03:03:41,2017-04-26,03:03:41,10.200.7.4,53925,172.16.141.247,2221,1436,6,1,1,HTTP,0 days
192.168.81.18-10.200.7.4-55340-3128-6,2017-04-26 03:03:41,2017-04-26,03:03:41,10.200.7.4,3128,192.168.81.18,55340,80215779,6,1,0,HTTP_PROXY,0 days
172.16.141.247-10.200.7.4-2221-53936-6,2017-04-26 03:03:41,2017-04-26,03:03:41,10.200.7.4,53936,172.16.141.247,2221,1017473,6,0,2,HTTP,0 days
192.168.112.5-10.200.7.4-51221-3128-6,2017-04-26 03:03:41,2017-04-26,03:03:41,10.200.7.4,3128,192.168.112.5,51221,88795953,6,1,0,HTTP_PROXY,0 days
192.168.90.54-10.200.7.4-51639-3128-6,2017-04-26 03:03:42,2017-04-26,03:03:42,10.200.7.4,3128,192.168.90.54,51639,115471351,6,1,0,HTTP_PROXY,0 days
172.16.141.247-10.200.7.4-2221-53936-6,2017-04-26 03:03:42,2017-04-26,03:03:42,10.200.7.4,53936,172.16.141.247,2221,216,6,1,1,HTTP,0 days
192.168.72.96-10.200.7.4-53213-3128-6,2017-04-26 03:03:42,2017-04-26,03:03:42,10.200.7.4,3128,192.168.72.96,53213,116474920,6,1,0,HTTP_PROXY,0 days
192.168.42.16-10.200.7.4-52851-3128-6,2017-04-26 03:03:42,2017-04-26,03:03:42,10.200.7.4,3128,192.168.42.16,52851,105376098,6,1,1,HTTP_PROXY,0 days
10.200.7.4-10.230.1.14-3128-51772-6,2017-04-26 03:03:45,2017-04-26,03:03:45,10.200.7.4,3128,10.230.1.14,51772,102529790,6,1,1,HTTP_PROXY,0 days
192.168.10.62-10.200.7.4-56241-3128-6,2017-04-26 03:03:45,2017-04-26,03:03:45,10.200.7.4,3128,192.168.10.62,56241,90650299,6,1,0,GOOGLE,0 days
172.16.141.247-10.200.7.4-2221-53957-6,2017-04-26 03:03:45,2017-04-26,03:03:45,10.200.7.4,53957,172.16.141.247,2221,1012509,6,0,2,HTTP,0 days
192.168.10.6-10.200.7.4-49381-3128-6,2017-04-26 03:03:46,2017-04-26,03:03:46,10.200.7.4,3128,192.168.10.6,49381,113309248,6,1,0,HTTP_PROXY,0 days
192.168.60.68-10.200.7.4-60523-3128-6,2017-04-26 03:03:46,2017-04-26,03:03:46,10.200.7.4,3128,192.168.60.68,60523,106237193,6,1,1,HTTP_PROXY,0 days
172.16.141.247-10.200.7.4-2221-53960-6,2017-04-26 03:03:47,2017-04-26,03:03:47,10.200.7.4,53960,172.16.141.247,2221,1007621,6,0,2,HTTP,0 days
192.168.90.30-10.200.7.4-51541-3128-6,2017-04-26 03:03:48,2017-04-26,03:03:48,10.200.7.4,3128,192.168.90.30,51541,92506227,6,1,0,HTTP_PROXY,0 days
172.16.141.247-10.200.7.4-2221-53960-6,2017-04-26 03:03:48,2017-04-26,03:03:48,10.200.7.4,53960,172.16.141.247,2221,223,6,1,1,HTTP,0 days
192.168.10.28-10.200.7.4-50523-3128-6,2017-04-26 03:03:48,2017-04-26,03:03:48,10.200.7.4,3128,192.168.10.28,50523,85806718,6,1,0,HTTP_PROXY,0 days
192.168.81.34-10.200.7.4-51081-3128-6,2017-04-26 03:03:49,2017-04-26,03:03:49,10.200.7.4,3128,192.168.81.34,51081,116685022,6,1,1,HTTP_PROXY,0 days
192.168.42.68-10.200.7.4-3602-3128-6,2017-04-26 03:03:49,2017-04-26,03:03:49,10.200.7.4,3128,192.168.42.68,3602,109981446,6,1,0,HTTP_PROXY,0 days
172.16.141.247-10.200.7.4-2221-53964-6,2017-04-26 03:03:50,2017-04-26,03:03:50,10.200.7.4,53964,172.16.141.247,2221,1025530,6,0,1,HTTP,0 days
192.168.60.172-10.200.7.4-64942-3128-6,2017-04-26 03:03:50,2017-04-26,03:03:50,10.200.7.4,3128,192.168.60.172,64942,107529294,6,1,0,HTTP_PROXY,0 days
192.168.60.67-10.200.7.4-51424-3128-6,2017-04-26 03:03:50,2017-04-26,03:03:50,10.200.7.4,3128,192.168.60.67,51424,80922134,6,1,0,HTTP_PROXY,0 days
192.168.42.68-10.200.7.4-3135-3128-6,2017-04-26 03:03:51,2017-04-26,03:03:51,10.200.7.4,3128,192.168.42.68,3135,102896730,6,1,1,HTTP_PROXY,0 days
192.168.81.34-10.200.7.4-51108-3128-6,2017-04-26 03:03:51,2017-04-26,03:03:51,10.200.7.4,3128,192.168.81.34,51108,70762489,6,1,0,HTTP_PROXY,0 days
172.16.141.247-10.200.7.4-2221-53964-6,2017-04-26 03:03:51,2017-04-26,03:03:51,10.200.7.4,53964,172.16.141.247,2221,209,6,1,1,HTTP,0 days
172.16.141.247-10.200.7.4-2221-53977-6,2017-04-26 03:03:53,2017-04-26,03:03:53,10.200.7.4,53977,172.16.141.247,2221,1013427,6,0,2,HTTP,0 days
192.168.151.8-10.200.7.4-58125-3128-6,2017-04-26 03:03:53,2017-04-26,03:03:53,10.200.7.4,3128,192.168.151.8,58125,106011530,6,1,1,HTTP_PROXY,0 days
192.168.151.8-10.200.7.4-58348-3128-6,2017-04-26 03:04:00,2017-04-26,03:04:00,10.200.7.4,3128,192.168.151.8,58348,73756109,6,1,1,GOOGLE,0 days
172.16.141.247-10.200.7.4-2221-54020-6,2017-04-26 03:04:00,2017-04-26,03:04:00,10.200.7.4,54020,172.16.141.247,2221,998535,6,0,2,HTTP,0 days
172.16.141.247-10.200.7.4-2221-54020-6,2017-04-26 03:04:01,2017-04-26,03:04:01,10.200.7.4,54020,172.16.141.247,2221,140,6,1,1,HTTP,0 days
10.200.7.4-10.20.2.114-60654-443-6,2017-04-26 03:04:06,2017-04-26,03:04:06,10.200.7.4,60654,10.20.2.114,443,17689334,6,0,1,SSL,0 days
192.168.112.14-10.200.7.4-63534-3128-6,2017-04-26 03:04:08,2017-04-26,03:04:08,10.200.7.4,3128,192.168.112.14,63534,4649418,6,1,0,HTTP_CONNECT,0 days
192.168.32.106-10.200.7.4-61142-3128-6,2017-04-26 03:04:13,2017-04-26,03:04:13,10.200.7.4,3128,192.168.32.106,61142,94388211,6,1,0,HTTP_PROXY,0 days
192.168.72.46-10.200.7.4-49179-3128-6,2017-04-26 03:04:15,2017-04-26,03:04:15,10.200.7.4,3128,192.168.72.46,49179,80793079,6,1,1,HTTP_PROXY,0 days
192.168.60.98-10.200.7.4-49873-3128-6,2017-04-26 03:04:29,2017-04-26,03:04:29,10.200.7.4,3128,192.168.60.98,49873,101883709,6,1,0,HTTP_PROXY,0 days
192.168.60.98-10.200.7.4-49873-3128-6,2017-04-26 03:04:29,2017-04-26,03:04:29,10.200.7.4,3128,192.168.60.98,49873,305,6,1,0,HTTP_PROXY,0 days
192.168.131.38-10.200.7.4-49220-3128-6,2017-04-26 03:04:29,2017-04-26,03:04:29,10.200.7.4,3128,192.168.131.38,49220,64682829,6,1,0,HTTP_PROXY,0 days
192.168.90.30-10.200.7.4-49715-3128-6,2017-04-26 03:04:35,2017-04-26,03:04:35,10.200.7.4,3128,192.168.90.30,49715,107045162,6,1,0,HTTP_PROXY,0 days
172.16.255.183-10.200.7.4-53-44020-17,2017-04-26 03:04:37,2017-04-26,03:04:37,10.200.7.4,44020,172.16.255.183,53,77,17,0,1,DNS,0 days
172.16.255.183-10.200.7.4-53-40426-17,2017-04-26 03:04:37,2017-04-26,03:04:37,10.200.7.4,40426,172.16.255.183,53,396,17,0,1,DNS,0 days
172.16.255.183-10.200.7.4-53-33468-17,2017-04-26 03:04:37,2017-04-26,03:04:37,10.200.7.4,33468,172.16.255.183,53,78,17,0,1,DNS,0 days
10.200.7.4-10.20.2.114-34590-443-6,2017-04-26 03:04:37,2017-04-26,03:04:37,10.200.7.4,34590,10.20.2.114,443,16601529,6,0,1,SSL,0 days
192.168.110.22-10.200.7.4-62652-3128-6,2017-04-26 03:04:52,2017-04-26,03:04:52,10.200.7.4,3128,192.168.110.22,62652,397294,6,1,0,HTTP_PROXY,0 days
192.168.110.22-10.200.7.4-62652-3128-6,2017-04-26 03:04:53,2017-04-26,03:04:53,10.200.7.4,3128,192.168.110.22,62652,760,6,1,1,HTTP_PROXY,0 days
10.200.7.4-10.20.2.114-34590-443-6,2017-04-26 03:04:54,2017-04-26,03:04:54,10.200.7.4,34590,10.20.2.114,443,906,6,1,0,SSL,0 days
10.200.7.4-10.20.2.114-35775-443-6,2017-04-26 03:05:09,2017-04-26,03:05:09,10.200.7.4,35775,10.20.2.114,443,15574416,6,0,1,SSL,0 days
192.168.151.8-10.200.7.4-58348-3128-6,2017-04-26 03:05:14,2017-04-26,03:05:14,10.200.7.4,3128,192.168.151.8,58348,453,6,1,1,GOOGLE,0 days
10.200.7.4-10.20.2.114-35775-443-6,2017-04-26 03:05:24,2017-04-26,03:05:24,10.200.7.4,35775,10.20.2.114,443,630,6,1,0,SSL,0 days
192.168.151.8-10.200.7.4-58381-3128-6,2017-04-26 03:05:24,2017-04-26,03:05:24,10.200.7.4,3128,192.168.151.8,58381,2538329,6,1,1,GOOGLE,0 days
172.16.255.183-10.200.7.4-53-52931-17,2017-04-26 03:05:26,2017-04-26,03:05:26,10.200.7.4,52931,172.16.255.183,53,119684973,17,0,0,DNS,0 days
192.168.211.53-10.200.7.4-54387-3128-6,2017-04-26 03:05:26,2017-04-26,03:05:26,10.200.7.4,3128,192.168.211.53,54387,116611353,6,1,0,HTTP_PROXY,0 days
192.168.151.8-10.200.7.4-58392-3128-6,2017-04-26 03:05:26,2017-04-26,03:05:26,10.200.7.4,3128,192.168.151.8,58392,91159526,6,1,0,HTTP,0 days
192.168.151.8-10.200.7.4-58381-3128-6,2017-04-26 03:05:27,2017-04-26,03:05:27,10.200.7.4,3128,192.168.151.8,58381,384,6,1,1,GOOGLE,0 days
192.168.32.106-10.200.7.4-61067-3128-6,2017-04-26 03:05:30,2017-04-26,03:05:30,10.200.7.4,3128,192.168.32.106,61067,113741659,6,1,0,HTTP_PROXY,0 days
192.168.40.8-10.200.7.4-50182-3128-6,2017-04-26 03:05:30,2017-04-26,03:05:30,10.200.7.4,3128,192.168.40.8,50182,40552338,6,1,0,HTTP_CONNECT,0 days
192.168.60.136-10.200.7.4-55169-3128-6,2017-04-26 03:05:34,2017-04-26,03:05:34,10.200.7.4,3128,192.168.60.136,55169,80206957,6,1,0,HTTP_PROXY,0 days
192.168.90.24-10.200.7.4-50239-3128-6,2017-04-26 03:05:34,2017-04-26,03:05:34,10.200.7.4,3128,192.168.90.24,50239,29992903,6,1,0,HTTP_PROXY,0 days
192.168.42.35-10.200.7.4-49585-3128-6,2017-04-26 03:05:35,2017-04-26,03:05:35,10.200.7.4,3128,192.168.42.35,49585,105377318,6,1,0,HTTP_PROXY,0 days
192.168.81.6-10.200.7.4-49549-3128-6,2017-04-26 03:05:37,2017-04-26,03:05:37,10.200.7.4,3128,192.168.81.6,49549,119436286,6,1,0,HTTP_PROXY,0 days
10.200.7.4-10.230.1.13-3128-57833-6,2017-04-26 03:05:38,2017-04-26,03:05:38,10.200.7.4,3128,10.230.1.13,57833,108964730,6,1,0,HTTP_PROXY,0 days
192.168.60.172-10.200.7.4-63305-3128-6,2017-04-26 03:05:39,2017-04-26,03:05:39,10.200.7.4,3128,192.168.60.172,63305,25076260,6,1,1,HTTP_PROXY,0 days
10.200.7.4-10.20.2.114-34928-443-6,2017-04-26 03:05:39,2017-04-26,03:05:39,10.200.7.4,34928,10.20.2.114,443,17591380,6,0,1,SSL,0 days
192.168.60.136-10.200.7.4-55039-3128-6,2017-04-26 03:05:39,2017-04-26,03:05:39,10.200.7.4,3128,192.168.60.136,55039,115742121,6,1,0,HTTP_PROXY,0 days
172.16.141.247-10.200.7.4-2221-54617-6,2017-04-26 03:05:43,2017-04-26,03:05:43,10.200.7.4,54617,172.16.141.247,2221,1005973,6,0,2,HTTP,0 days
10.200.7.4-10.20.2.114-34970-443-6,2017-04-26 03:05:44,2017-04-26,03:05:44,10.200.7.4,34970,10.20.2.114,443,4297733,6,0,0,SSL,0 days
192.168.72.94-10.200.7.4-55144-3128-6,2017-04-26 03:05:44,2017-04-26,03:05:44,10.200.7.4,3128,192.168.72.94,55144,16984609,6,1,0,HTTP_PROXY,0 days
192.168.102.9-10.200.7.4-51649-3128-6,2017-04-26 03:05:45,2017-04-26,03:05:45,10.200.7.4,3128,192.168.102.9,51649,62898992,6,1,0,HTTP_PROXY,0 days
10.200.7.4-10.230.1.69-3128-60855-6,2017-04-26 03:05:45,2017-04-26,03:05:45,10.200.7.4,3128,10.230.1.69,60855,116284930,6,1,0,HTTP_PROXY,0 days
172.16.141.247-10.200.7.4-2221-54625-6,2017-04-26 03:05:46,2017-04-26,03:05:46,10.200.7.4,54625,172.16.141.247,2221,1173168,6,0,1,HTTP,0 days
192.168.32.22-10.200.7.4-50921-3128-6,2017-04-26 03:05:46,2017-04-26,03:05:46,10.200.7.4,3128,192.168.32.22,50921,98454032,6,1,0,HTTP_PROXY,0 days
192.168.90.29-10.200.7.4-49196-3128-6,2017-04-26 03:05:47,2017-04-26,03:05:47,10.200.7.4,3128,192.168.90.29,49196,100565874,6,1,0,HTTP,0 days
192.168.40.38-10.200.7.4-49991-3128-6,2017-04-26 03:05:47,2017-04-26,03:05:47,10.200.7.4,3128,192.168.40.38,49991,110791459,6,1,1,HTTP_PROXY,0 days
192.168.60.193-10.200.7.4-64810-3128-6,2017-04-26 03:05:48,2017-04-26,03:05:48,10.200.7.4,3128,192.168.60.193,64810,103624235,6,1,1,HTTP_PROXY,0 days
192.168.10.76-10.200.7.4-56612-3128-6,2017-04-26 03:05:48,2017-04-26,03:05:48,10.200.7.4,3128,192.168.10.76,56612,108083307,6,1,0,HTTP_PROXY,0 days
192.168.32.125-10.200.7.4-53330-3128-6,2017-04-26 03:05:49,2017-04-26,03:05:49,10.200.7.4,3128,192.168.32.125,53330,71286658,6,1,0,HTTP_PROXY,0 days
10.200.7.4-10.20.2.114-34988-443-6,2017-04-26 03:05:49,2017-04-26,03:05:49,10.200.7.4,34988,10.20.2.114,443,9965636,6,0,0,SSL,0 days
192.168.90.24-10.200.7.4-49415-3128-6,2017-04-26 03:05:49,2017-04-26,03:05:49,10.200.7.4,3128,192.168.90.24,49415,106465190,6,1,0,HTTP_PROXY,0 days
192.168.29.6-10.200.7.4-57678-3128-6,2017-04-26 03:05:52,2017-04-26,03:05:52,10.200.7.4,3128,192.168.29.6,57678,111164736,6,1,0,HTTP_PROXY,0 days
10.200.7.4-10.230.1.14-3128-51772-6,2017-04-26 03:05:55,2017-04-26,03:05:55,10.200.7.4,3128,10.230.1.14,51772,106451483,6,1,0,HTTP_PROXY,0 days
192.168.112.5-10.200.7.4-51221-3128-6,2017-04-26 03:05:55,2017-04-26,03:05:55,10.200.7.4,3128,192.168.112.5,51221,90011618,6,1,0,HTTP_PROXY,0 days
192.168.42.16-10.200.7.4-52851-3128-6,2017-04-26 03:05:57,2017-04-26,03:05:57,10.200.7.4,3128,192.168.42.16,52851,80216488,6,1,0,HTTP_PROXY,0 days
10.200.7.4-10.20.2.114-34988-443-6,2017-04-26 03:05:59,2017-04-26,03:05:59,10.200.7.4,34988,10.20.2.114,443,1,6,0,0,SSL,0 days
192.168.42.68-10.200.7.4-3135-3128-6,2017-04-26 03:06:03,2017-04-26,03:06:03,10.200.7.4,3128,192.168.42.68,3135,106039397,6,1,1,HTTP_PROXY,0 days
192.168.151.8-10.200.7.4-58125-3128-6,2017-04-26 03:06:03,2017-04-26,03:06:03,10.200.7.4,3128,192.168.151.8,58125,102855467,6,1,1,HTTP_PROXY,0 days
192.168.42.68-10.200.7.4-3602-3128-6,2017-04-26 03:06:03,2017-04-26,03:06:03,10.200.7.4,3128,192.168.42.68,3602,109948786,6,1,1,HTTP_PROXY,0 days
192.168.60.67-10.200.7.4-51424-3128-6,2017-04-26 03:06:03,2017-04-26,03:06:03,10.200.7.4,3128,192.168.60.67,51424,54170115,6,1,0,HTTP_PROXY,0 days
192.168.29.6-10.200.7.4-57629-3128-6,2017-04-26 03:06:04,2017-04-26,03:06:04,10.200.7.4,3128,192.168.29.6,57629,108026680,6,1,0,HTTP_PROXY,0 days
192.168.81.147-10.200.7.4-55124-3128-6,2017-04-26 03:06:05,2017-04-26,03:06:05,10.200.7.4,3128,192.168.81.147,55124,13472183,6,1,0,YOUTUBE,0 days
192.168.90.54-10.200.7.4-51639-3128-6,2017-04-26 03:06:05,2017-04-26,03:06:05,10.200.7.4,3128,192.168.90.54,51639,106369359,6,1,1,HTTP_PROXY,0 days
192.168.60.172-10.200.7.4-64942-3128-6,2017-04-26 03:06:05,2017-04-26,03:06:05,10.200.7.4,3128,192.168.60.172,64942,113680194,6,1,0,HTTP_PROXY,0 days
10.200.7.4-10.20.2.116-39067-443-6,2017-04-26 03:06:09,2017-04-26,03:06:09,10.200.7.4,39067,10.20.2.116,443,19591308,6,0,1,SSL,0 days
192.168.60.42-10.200.7.4-56896-3128-6,2017-04-26 03:06:15,2017-04-26,03:06:15,10.200.7.4,3128,192.168.60.42,56896,29697193,6,1,0,GOOGLE,0 days
192.168.10.6-10.200.7.4-49381-3128-6,2017-04-26 03:06:18,2017-04-26,03:06:18,10.200.7.4,3128,192.168.10.6,49381,110164992,6,1,0,HTTP_PROXY,0 days
192.168.32.106-10.200.7.4-61168-3128-6,2017-04-26 03:06:18,2017-04-26,03:06:18,10.200.7.4,3128,192.168.32.106,61168,114039460,6,1,0,HTTP_PROXY,0 days
192.168.81.147-10.200.7.4-55124-3128-6,2017-04-26 03:06:19,2017-04-26,03:06:19,10.200.7.4,3128,192.168.81.147,55124,902,6,1,1,YOUTUBE,0 days
10.200.7.4-10.20.2.116-39067-443-6,2017-04-26 03:06:28,2017-04-26,03:06:28,10.200.7.4,39067,10.20.2.116,443,217,6,1,0,SSL,0 days
192.168.81.6-10.200.7.4-51360-3128-6,2017-04-26 03:06:29,2017-04-26,03:06:29,10.200.7.4,3128,192.168.81.6,51360,84298862,6,1,0,HTTP_PROXY,0 days
192.168.81.34-10.200.7.4-51108-3128-6,2017-04-26 03:06:31,2017-04-26,03:06:31,10.200.7.4,3128,192.168.81.34,51108,88270697,6,1,1,HTTP_PROXY,0 days
192.168.151.8-10.200.7.4-58403-3128-6,2017-04-26 03:06:37,2017-04-26,03:06:37,10.200.7.4,3128,192.168.151.8,58403,984659,6,1,0,HTTP_PROXY,0 days
192.168.151.8-10.200.7.4-58424-3128-6,2017-04-26 03:06:38,2017-04-26,03:06:38,10.200.7.4,3128,192.168.151.8,58424,105384,6,1,0,HTTP_PROXY,0 days
10.200.7.4-10.20.2.116-44826-443-6,2017-04-26 03:06:39,2017-04-26,03:06:39,10.200.7.4,44826,10.20.2.116,443,21587571,6,0,1,SSL,0 days
192.168.60.42-10.200.7.4-56907-3128-6,2017-04-26 03:06:41,2017-04-26,03:06:41,10.200.7.4,3128,192.168.60.42,56907,4038200,6,1,0,GOOGLE,0 days
192.168.131.38-10.200.7.4-49220-3128-6,2017-04-26 03:06:41,2017-04-26,03:06:41,10.200.7.4,3128,192.168.131.38,49220,70987689,6,1,0,HTTP_PROXY,0 days
192.168.81.34-10.200.7.4-51081-3128-6,2017-04-26 03:06:41,2017-04-26,03:06:41,10.200.7.4,3128,192.168.81.34,51081,57196445,6,1,1,HTTP_PROXY,0 days
192.168.32.116-10.200.7.4-52323-59920-6,2017-04-26 03:06:44,2017-04-26,03:06:44,10.200.7.4,59920,192.168.32.116,52323,8536,6,1,1,HTTP,0 days
192.168.32.116-10.200.7.4-52323-59921-6,2017-04-26 03:06:44,2017-04-26,03:06:44,10.200.7.4,59921,192.168.32.116,52323,10795,6,1,1,HTTP,0 days
192.168.32.116-10.200.7.4-52323-59917-6,2017-04-26 03:06:44,2017-04-26,03:06:44,10.200.7.4,59917,192.168.32.116,52323,10344,6,1,1,HTTP,0 days
192.168.32.116-10.200.7.4-52323-59918-6,2017-04-26 03:06:44,2017-04-26,03:06:44,10.200.7.4,59918,192.168.32.116,52323,19706,6,1,1,HTTP,0 days
192.168.32.116-10.200.7.4-52323-59921-6,2017-04-26 03:06:44,2017-04-26,03:06:44,10.200.7.4,59921,192.168.32.116,52323,17232,6,0,1,HTTP,0 days
192.168.32.116-10.200.7.4-52323-59920-6,2017-04-26 03:06:44,2017-04-26,03:06:44,10.200.7.4,59920,192.168.32.116,52323,25694,6,0,1,HTTP,0 days
192.168.32.116-10.200.7.4-52323-59918-6,2017-04-26 03:06:44,2017-04-26,03:06:44,10.200.7.4,59918,192.168.32.116,52323,40618,6,0,0,HTTP,0 days
192.168.32.116-10.200.7.4-52323-59917-6,2017-04-26 03:06:44,2017-04-26,03:06:44,10.200.7.4,59917,192.168.32.116,52323,32352,6,0,1,HTTP,0 days
192.168.72.46-10.200.7.4-49177-3128-6,2017-04-26 03:06:45,2017-04-26,03:06:45,10.200.7.4,3128,192.168.72.46,49177,77069096,6,1,0,HTTP_PROXY,0 days
192.168.60.42-10.200.7.4-56896-3128-6,2017-04-26 03:06:45,2017-04-26,03:06:45,10.200.7.4,3128,192.168.60.42,56896,1171,6,1,1,GOOGLE,0 days
192.168.60.42-10.200.7.4-56907-3128-6,2017-04-26 03:06:45,2017-04-26,03:06:45,10.200.7.4,3128,192.168.60.42,56907,858,6,1,1,GOOGLE,0 days
